date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm,soil_moisture,soil_temp,et
2017-03-13,18,2,1015.33,55,8,26,11,5,-4,1018,1012,0,70,29,129.1
2017-03-14,21,2,1016.87,45,7,28,14,6,-3,1019,1014,0,59,16,126.3
2017-03-15,24,3,1015.54,51,12,31,16,8,-2,1018,1012,0,72,44,125.4
2017-03-16,24,2,1012.77,45,5,32,15,7,-4,1015,1008,0,75,36,136.5
2017-03-17,24,6,1011.91,59,11,30,17,12,1,1015,1008,0,55,22,120
2017-03-18,24,8,1011.43,64,17,31,17,14,5,1015,1006,0.4,51,20,155.7
2017-03-19,24,13,1012.86,78,18,31,17,15,8,1015,1009,0.8,54,17,142.6
2017-03-20,24,7,1014.3,73,6,32,16,16,-4,1017,1010,0,75,29,151.6
2017-03-21,25,5,1014.59,56,6,34,16,12,0,1017,1010,0,60,15,140
2017-03-22,28,6,1012.67,46,6,37,19,14,2,1016,1001,0,50,22,124.4
2017-03-23,30,6,1011.32,34,5,37,24,12,2,1014,1006,0,74,23,139.1
2017-03-24,28,8,1011.47,44,10,36,21,14,5,1014,1007,0,66,44,155.5
2017-03-25,28,6,1012.21,41,6,36,21,11,3,1015,1007,0,77,41,154
2017-03-26,29,7,1013.49,44,7,37,21,11,5,1017,1008,0,80,39,143.9
2017-03-27,30,7,1012.53,43,5,40,21,13,2,1015,1007,0,54,18,151.1
2017-03-28,32,5,1011.57,47,4,41,23,13,-2,1015,1006,0,51,21,136.6
2017-03-29,32,3,1010.11,34,4,40,25,11,-8,1013,1005,0,76,24,136.2
2017-03-30,32,2,1009.89,47,4,41,24,15,-7,1013,1005,0,78,42,148.7
2017-03-31,30,1,1010.86,29,5,39,22,6,-4,1014,1006,0,50,30,136.9
2017-04-01,32,1,1008.64,22,4,40,25,10,-2,1012,1004,0,68,42,142.9
2017-04-02,32,4,1007.05,27,4,39,25,14,-2,1010,1003,0,51,31,146.2
2017-04-03,32,6,1007.27,34,6,40,23,11,3,1011,1002,0,51,41,148.7
2017-04-04,32,8,1008.05,34,9,39,25,12,6,1011,1003,0,79,28,142.1
2017-04-05,32,7,1005.82,36,8,40,24,12,-1,1018,999,0,60,38,146.4
2017-04-06,31,6,1005.19,45,5,36,26,15,-3,1008,1001,0,79,42,145.8
2017-04-07,28,-8,1009.31,28,4,34,22,6,-15,1012,1005,0,67,15,145.9
2017-04-08,26,-10,1012.43,15,4,34,19,1,-18,1015,1008,0,63,29,132.4
2017-04-09,28,-8,1013.15,19,4,34,22,0,-21,1016,1009,0,64,24,133.7
2017-04-10,26,-5,1011.8,21,4,35,18,6,-8,1015,1007,0,68,43,145.4
2017-04-11,30,-2,1010.3,29,4,38,21,7,-9,1014,1005,0,75,24,127.2
2017-04-12,30,0,1009.29,33,4,40,21,8,-9,1012,1004,0,59,44,124
2017-04-13,32,-1,1008.9,32,4,41,23,9,-7,1012,1003,0,54,37,141.2
2017-04-14,33,-1,1007.07,23,4,42,24,8,-9,1010,1001,0,74,33,131.8
2017-04-15,34,1,1005.69,30,4,42,25,8,-10,1014,999,0,77,32,139.7
2017-04-16,34,-1,1006.12,23,4,43,26,7,-9,1010,1001,0,65,43,140.7
2017-04-17,35,2,1007.02,20,4,43,27,10,-3,1010,1002,0,79,22,140.1
2017-04-18,36,4,1006.95,24,5,43,29,14,-5,1010,1001,0,60,37,150.9
2017-04-19,35,4,1004.82,27,4,42,28,14,-3,1008,999,0,63,41,143.8
2017-04-20,36,9,1002.87,35,7,43,28,15,4,1006,997,0,59,31,140.6
2017-04-21,36,4,1003.47,24,4,43,30,10,1,1006,998,0,51,35,139.3
2017-04-22,34,6,1005.09,29,4,40,29,12,1,1008,1001,0,51,34,137.3
2017-04-23,34,8,1005.52,29,9,39,28,11,5,1009,1001,0,50,30,153.6
2017-04-24,32,9,1007.02,34,9,38,25,16,1,1010,1003,0,58,43,124.9
2017-04-25,30,8,1007.85,47,9,36,25,18,1,1011,1004,2,64,20,145.5
2017-04-26,29,7,1008.26,61,5,38,20,15,-3,1011,1004,0,61,31,120.1
2017-04-27,31,3,1009.11,36,4,39,23,12,-8,1012,1002,0,52,17,149
2017-04-28,32,5,1008.16,34,4,40,24,15,-1,1011,1002,0,71,38,146.2
2017-04-29,32,7,1007.94,30,7,37,26,17,4,1011,1004,0,53,38,119.8
2017-04-30,32,5,1007.36,32,6,39,26,12,-5,1010,1002,0,55,40,121
2017-05-01,33,-2,1009.16,33,4,39,27,12,-17,1012,1005,0,50,39,143.9
2017-05-02,32,-2,1010.33,20,4,40,24,11,-7,1014,1005,0,59,45,124.2
2017-05-03,34,7,1008.37,29,7,41,28,13,2,1011,1003,0,65,17,140
2017-05-04,33,6,1009.82,33,4,40,26,12,1,1013,1002,0,74,24,139.1
2017-05-05,34,4,1008.55,25,4,41,26,10,1,1012,1004,0,62,15,139.6
2017-05-06,36,6,1008.31,22,4,43,30,14,0,1011,1003,0,59,23,142.5
2017-05-07,36,5,1008,24,4,44,29,10,-2,1011,1003,0,54,21,135.4
2017-05-08,36,8,1007.88,36,4,43,30,15,3,1011,1001,0.1,56,32,154.3
2017-05-09,36,7,1005.29,29,5,43,29,14,2,1008,999,0.2,74,43,153
2017-05-10,36,8,1006.26,29,5,43,29,14,3,1009,1001,0,52,26,136.4
2017-05-11,34,9,1007.62,35,6,42,26,13,6,1010,1003,0,51,37,132.7
2017-05-12,34,9,1007.79,35,5,41,27,15,4,1011,1002,0,69,27,130.9
2017-05-13,35,9,1006.45,35,5,42,28,17,4,1010,1002,0,58,30,128.3
2017-05-14,36,6,1004.57,21,5,43,30,11,4,1007,999,0,56,18,143.7
2017-05-15,36,8,1003.16,30,4,42,31,16,2,1006,997,0,70,21,128.2
2017-05-16,34,8,1002.55,27,6,40,28,14,5,1006,997,0,70,31,140.8
2017-05-17,32,11,1004.09,42,10,39,25,14,8,1006,999,0,70,30,135.7
2017-05-18,34,11,1004.62,35,11,40,28,14,8,1009,999,3,54,27,141.1
2017-05-19,33,14,1005.81,61,4,43,23,19,2,1008,999,0,76,38,149.7
2017-05-20,34,11,1004.28,40,9,40,27,15,9,1008,998,0,55,42,134
2017-05-21,32,13,1003.9,65,14,40,25,19,8,1010,999,6,52,16,144
2017-05-22,28,14,1006.55,73,16,36,21,18,10,1009,997,0,78,17,120.4
2017-05-23,32,15,1006.43,48,15,39,26,19,6,1010,1002,0,53,24,143.1
2017-05-24,34,15,1004.76,55,19,41,27,19,10,1007,1001,0,79,41,139.7
2017-05-25,34,14,1003.35,48,10,42,25,19,9,1006,998,0,69,38,125.4
2017-05-26,36,13,1001.26,43,6,44,29,18,7,1005,995,0,62,34,147.7
2017-05-27,38,9,1000.17,32,4,45,32,17,0,1003,994,0,73,40,120.3
2017-05-28,36,15,999.7,40,10,43,30,19,8,1003,994,0,50,45,120.8
2017-05-29,28,19,1001.1,94,17,36,21,24,9,1006,996,0,69,26,154.5
2017-05-30,31,19,999.27,74,18,39,23,23,15,1003,993,0,61,42,149.6
2017-05-31,30,21,1000.95,100,34,36,23,23,17,1005,996,23,51,23,125.9
2017-06-01,26,20,1004.8,83,44,31,20,23,18,1007,1000,0,71,18,143.3
2017-06-02,31,21,1004.37,100,21,39,23,24,17,1007,1000,0,60,44,147.1
2017-06-03,36,15,1002.17,62,8,43,28,23,7,1005,996,0,64,44,139.7
2017-06-04,36,16,1001.83,51,10,43,30,22,12,1005,997,0,71,42,143.4
2017-06-05,37,19,1001.97,49,15,42,32,23,9,1005,996,0,74,36,119.3
2017-06-06,36,19,1003.7,52,18,41,31,24,17,1007,999,0,52,27,142.4
2017-06-07,32,20,1005.48,66,31,36,29,25,18,1009,1000,0,66,27,127.4
2017-06-08,32,18,1004.62,66,22,37,27,22,14,1007,1000,0,59,39,130.2
2017-06-09,30,20,1003.76,94,21,37,22,23,17,1007,998,0,75,44,118.3
2017-06-10,32,17,1002.33,74,13,39,25,23,10,1005,997,0,72,45,126.9
2017-06-11,30,14,1001.94,65,9,38,23,19,8,1005,997,0,58,45,134.4
2017-06-12,32,15,1001.6,61,13,39,25,19,9,1004,996,0,69,45,147.3
2017-06-13,32,16,1001.05,48,18,38,26,21,10,1004,996,0,64,30,150.9
2017-06-14,35,17,1003.14,88,12,41,29,22,12,1006,997,0,69,29,143
2017-06-15,28,20,1003.52,83,30,39,18,22,13,1008,997,0,68,34,142
2017-06-16,32,18,1001.91,55,23,38,27,20,17,1005,997,0,79,37,152.2
2017-06-17,32,19,1002.38,58,18,38,26,22,15,1004,997,0,59,33,130.1
2017-06-18,33,19,1001.49,59,23,39,27,22,17,1004,996,0,79,45,152.1
2017-06-19,35,19,999.46,49,21,40,30,22,17,1002,994,0,73,33,151.7
2017-06-20,33,19,999.92,62,20,39,27,22,17,1003,995,0,76,22,151.1
2017-06-21,30,18,1000.83,69,24,36,24,20,16,1003,997,0,74,45,128.5
2017-06-22,27,19,1002.93,92,32,33,21,22,16,1007,999,0,78,16,139.6
2017-06-23,30,20,1002.88,74,30,36,25,22,18,1022,998,0,72,27,155.4
2017-06-24,32,20,999.41,70,23,38,26,22,16,1002,995,0,80,29,135.1
2017-06-25,35,21,998.64,66,22,40,30,24,17,1001,994,0,80,33,139.7
2017-06-26,34,22,999.8,79,30,40,29,29,19,1002,996,12,60,33,140.1
2017-06-27,33,23,1000.41,84,27,39,27,25,20,1003,995,4,67,39,153.2
2017-06-28,28,25,1000.93,100,60,33,24,27,24,1003,997,12,62,36,145.5
2017-06-29,28,25,1000.9,100,66,32,23,26,23,1003,998,4,80,31,129.3
2017-06-30,30,25,998.37,100,38,35,25,27,22,1001,994,0,77,27,145.3
2017-07-01,30,25,997.67,89,53,34,25,27,24,1000,994,0,78,41,130.5
2017-07-02,30,25,998.48,89,44,34,25,26,23,1001,995,0,76,15,122.9
2017-07-03,30,25,999.85,89,40,35,26,27,20,1002,996,0,61,37,129.8
2017-07-04,30,23,999.69,84,40,35,26,25,22,1002,995,0,62,38,121.6
2017-07-05,30,21,1000.41,79,36,34,26,23,20,1003,997,0,63,43,135.2
2017-07-06,31,21,1001.72,74,31,36,26,23,19,1004,998,0,51,44,129.8
2017-07-07,31,21,1003.32,70,29,36,26,23,19,1006,1000,0,52,42,138.9
2017-07-08,32,20,1003.08,62,27,38,27,22,19,1006,999,0,70,21,139.7
2017-07-09,33,20,1001.79,52,26,38,28,21,19,1005,998,0,56,38,145.7
2017-07-10,33,19,1002.67,55,28,38,28,22,18,1005,999,0,65,16,140
2017-07-11,32,20,1002.6,66,27,36,27,22,18,1005,998,0,61,27,149.2
2017-07-12,30,23,1003.25,84,46,33,26,25,19,1011,1000,0,68,45,146.5
2017-07-13,30,24,1001.75,89,41,35,25,25,22,1004,997,0,65,21,146.1
2017-07-14,30,23,1000.82,79,43,34,26,24,22,1003,997,0,76,30,131.5
2017-07-15,32,24,1000.77,95,33,37,27,28,21,1003,996,11,53,36,134.5
2017-07-16,30,26,1001.27,94,59,33,26,27,23,1003,998,12,59,27,138.5
2017-07-17,30,26,1001.44,94,59,34,25,27,25,1003,998,12,76,45,128.8
2017-07-18,30,26,1001.63,94,56,34,26,27,23,1004,997,0,68,27,130.2
2017-07-19,31,25,1000.7,93,47,36,26,27,23,1003,995,0.4,62,15,123.9
2017-07-20,30,25,998.82,89,49,34,26,26,24,1001,994,0.8,72,45,145.8
2017-07-21,30,25,999.08,94,59,34,25,26,24,1001,996,14,67,18,140
2017-07-22,28,26,998.45,100,74,32,24,28,24,1000,995,19,60,32,118.2
2017-07-23,26,26,997.67,100,88,29,24,27,25,1000,995,47,80,43,124.3
2017-07-24,26,25,997.63,100,74,29,23,27,24,999,994,3,62,44,155.1
2017-07-25,24,24,998.16,100,69,28,21,25,23,1000,996,0,58,38,122.6
2017-07-27,28,24,1002.22,95,51,33,24,25,23,1004,998,0,55,23,151.4
2017-07-28,28,25,1002.08,95,62,31,26,27,23,1004,998,10,52,40,146.6
2017-07-29,25,26,1002.4,100,89,27,23,27,24,1005,1000,9,51,25,148.1
2017-07-30,26,25,1004.2,100,89,28,23,27,24,1006,1002,0.8,80,43,123.6
2017-07-31,26,26,1004.22,100,82,29,23,26,25,1008,1001,0.5,68,45,118.1
2017-08-01,26,25,1004.36,100,68,30,23,26,24,1006,1002,2,62,16,119.2
2017-08-02,27,24,1004,100,62,31,23,25,23,1006,1000,0,76,28,132
2017-08-03,26,23,1001.6,100,56,31,22,25,22,1004,998,0,77,22,124.8
2017-08-04,28,23,1000.49,94,49,32,23,24,21,1003,998,0,56,19,119.9
2017-08-05,28,22,1001.91,89,44,33,23,24,21,1004,998,0,80,16,123.8
2017-08-06,29,23,1003.15,79,46,33,25,25,22,1006,1000,0,78,15,121.1
2017-08-07,29,24,1004.13,100,52,32,26,27,22,1006,1000,3,51,40,139.9
2017-08-08,28,26,1004.26,100,70,31,24,27,25,1006,1000,1,70,26,139.1
2017-08-09,28,25,1003.51,100,71,31,24,26,24,1006,1001,4,79,44,143.6
2017-08-10,28,25,1002.93,100,61,32,24,26,23,1005,1000,0,57,44,151.5
2017-08-11,28,24,1002.76,100,53,33,23,26,22,1004,999,0,78,29,120.9
2017-08-12,28,23,1002.75,89,53,32,24,24,22,1005,999,0,63,41,119
2017-08-13,28,23,1004.42,89,51,33,24,24,22,1007,1001,0,51,29,126.9
2017-08-14,28,23,1007.07,100,52,32,23,25,21,1009,1000,0,56,16,135.9
2017-08-15,29,23,1005.86,83,46,34,24,24,21,1008,1002,0,70,28,135.3
2017-08-16,30,23,1004.24,79,43,36,24,24,22,1007,1000,0,73,26,142.3
2017-08-17,30,22,1002.89,78,37,36,24,24,21,1005,999,0,59,34,135.1
2017-08-18,30,22,1002.94,74,40,36,24,24,20,1005,999,1,70,36,136.9
2017-08-19,30,24,1003.96,79,49,34,26,25,22,1006,1001,0,69,22,150.8
2017-08-20,30,25,1003.76,94,41,35,25,26,22,1006,999,0,62,16,142
2017-08-21,30,24,1002.29,84,37,36,25,25,22,1005,998,0,66,18,154.4
2017-08-22,30,24,1002.72,84,43,35,25,25,23,1005,999,0,61,40,155.2
2017-08-23,29,24,1005.06,100,53,34,24,26,23,1007,1002,49,64,39,138.5
2017-08-24,28,25,1004.38,100,60,34,22,26,23,1007,1000,0,61,31,153.3
2017-08-25,26,24,1003.22,100,73,29,23,26,21,1006,999,23,76,23,124.4
2017-08-26,28,24,1001.82,100,57,32,23,25,23,1004,999,0,76,35,152.6
2017-08-27,30,25,1001.64,100,49,33,26,26,23,1003,997,0,60,44,154.9
2017-08-28,28,25,1001.98,100,54,33,24,26,24,1004,996,1,78,18,118.5
2017-08-29,28,26,1001.47,100,66,31,24,27,24,1003,999,1,51,38,121.1
2017-08-30,28,25,1002.58,100,64,32,23,26,24,1005,999,0.5,61,35,123.9
2017-08-31,27,25,1004.9,100,61,31,23,27,23,1007,1000,20,67,26,148.3
2017-09-01,26,23,1005.98,100,56,31,22,25,21,1008,1003,0,53,31,128.6
2017-09-02,28,23,1006.16,100,50,32,24,25,22,1008,1003,1,61,37,129.2
2017-09-03,26,24,1006.63,100,56,32,21,25,23,1008,1004,0,64,19,132.6
2017-09-04,28,23,1008.15,95,43,34,23,25,22,1011,1004,0,80,38,153.1
2017-09-05,29,22,1007.9,83,40,35,23,23,21,1011,1004,0,80,38,127.2
2017-09-06,29,22,1007.84,89,40,34,24,25,19,1010,1005,7,55,33,117.7
2017-09-07,30,23,1008.19,94,39,34,25,25,21,1011,1005,0,77,25,152.4
2017-09-08,30,22,1008.49,89,37,34,25,24,20,1011,1006,0,74,37,141.2
2017-09-09,30,22,1006.81,89,31,36,24,25,18,1010,1002,0,61,31,139.6
2017-09-10,30,21,1007.3,83,25,36,24,24,17,1010,1004,0,72,29,145.6
2017-09-11,32,21,1008.85,70,30,36,27,24,19,1011,1005,0,53,34,134.9
2017-09-12,29,23,1009.59,94,48,34,24,25,21,1012,1006,14,78,40,149.5
2017-09-13,29,23,1009.11,100,32,35,23,25,20,1012,1005,14,59,27,135.1
2017-09-14,28,23,1008.59,100,44,33,23,25,21,1011,1004,0,50,37,130.4
2017-09-15,30,23,1007.36,94,31,35,24,25,19,1010,1003,0,52,28,137.6
2017-09-16,30,20,1006.94,84,29,34,25,24,16,1009,1002,0,71,38,138.2
2017-09-17,30,18,1006.69,78,22,35,24,22,13,1009,1002,0,66,21,145.9
2017-09-18,30,15,1005.96,73,12,37,24,19,10,1009,1002,0,77,15,154.6
2017-09-19,29,14,1005.27,65,9,37,21,19,8,1008,1000,0,66,26,137.6
2017-09-20,30,15,1004.83,65,11,37,24,23,8,1009,1001,0,69,42,133
2017-09-21,30,21,1003.91,66,31,35,25,25,11,1006,1000,0,73,27,140.6
2017-09-22,30,22,1004.59,79,33,34,26,24,19,1006,1001,0,51,22,130.1
2017-09-23,30,19,1006.91,78,18,36,24,22,13,1010,1003,0,61,27,132.9
2017-09-24,30,19,1009.27,83,22,36,24,22,16,1012,1006,0,57,41,141.3
2017-09-25,31,18,1008.07,66,23,36,26,21,15,1011,1004,0,52,30,152.7
2017-09-26,30,17,1008.52,65,19,36,25,20,13,1011,1005,0,55,43,126.2
2017-09-27,32,15,1009.03,66,13,37,26,26,9,1012,1005,0,55,28,136.6
2017-09-28,32,10,1007.57,45,8,37,26,19,5,1011,1004,0,52,44,136.2
2017-09-29,30,10,1007,37,11,37,24,21,7,1010,1003,0,51,39,120.5
2017-09-30,31,11,1009.5,50,8,38,24,19,6,1012,1006,0,72,45,136.2
2017-10-01,30,10,1008.87,50,10,37,23,14,6,1013,1005,0,72,28,120.3
2017-10-02,31,10,1008.38,42,11,38,24,13,5,1011,1004,0,71,32,144.4
2017-10-03,32,9,1009.66,33,9,37,27,12,4,1018,1005,0,59,31,153.9
2017-10-04,30,11,1010.71,53,9,37,23,16,5,1013,1006,0,80,30,124.4
2017-10-05,29,12,1010.68,53,12,36,22,17,10,1013,1006,0,73,18,133.6
2017-10-06,30,10,1010.51,39,13,36,25,14,8,1014,1006,0,72,34,152.2
2017-10-07,28,11,1009.93,53,11,36,21,14,9,1013,1005,0,75,39,123.7
2017-10-08,30,11,1008.76,57,10,37,22,17,7,1011,1004,0,78,24,150.1
2017-10-09,30,11,1008.81,47,10,36,23,17,8,1011,1005,0,67,45,142.2
2017-10-10,30,10,1008.37,41,12,37,22,15,5,1011,1004,0,67,19,122
2017-10-11,30,12,1008.29,53,9,36,23,19,6,1011,1004,0,63,22,126.2
2017-10-12,29,9,1008.2,50,6,37,21,15,3,1011,1004,0,75,33,147.5
2017-10-13,29,8,1006.77,47,6,36,22,15,1,1010,1002,0,75,26,150.3
2017-10-14,30,5,1006.89,46,4,38,22,12,-5,1010,1002,0,53,16,143.5
2017-10-15,30,4,1007.37,38,4,39,21,9,-3,1010,1004,0,75,41,128.3
2017-10-16,30,4,1008.21,44,4,38,21,10,-8,1011,1004,0,69,45,129.7
2017-10-17,28,4,1009.56,40,4,36,19,13,-3,1012,1006,0,53,44,142.5
2017-10-18,28,5,1010.37,46,6,36,19,14,-2,1014,1006,0,68,23,145.8
2017-10-19,28,10,1010.28,53,11,35,20,18,5,1013,1006,0,55,35,124.7
2017-10-20,28,11,1009.74,53,9,36,21,16,5,1012,1006,0,69,36,139.2
2017-10-21,28,7,1009.09,57,4,36,21,15,-5,1012,1004,0,52,22,142.9
2017-10-22,28,3,1007.93,46,6,36,19,10,-3,1010,1004,0,64,22,128
2017-10-23,26,2,1010.07,43,6,34,19,9,-3,1012,1006,0,67,22,148.2
2017-10-24,27,0,1012.72,35,4,34,20,14,-7,1015,1008,0,55,26,147.4
2017-10-25,26,3,1014.7,37,5,34,18,10,-3,1018,1004,0,55,16,121.2
2017-10-26,28,4,1015.29,41,4,34,21,12,-5,1018,1011,0,80,32,148.9
2017-10-27,26,6,1014.32,46,11,33,19,11,0,1017,1010,0,68,34,146.1
2017-10-28,26,5,1014.28,49,5,34,19,10,-1,1016,1010,0,71,31,148.2
2017-10-29,26,3,1015.79,43,5,34,19,8,-3,1018,1013,0,67,25,134.9
2017-10-30,26,9,1016.35,53,9,33,20,13,3,1020,1012,0,51,37,154
2017-10-31,24,8,1014.77,56,11,32,17,12,3,1017,1011,0,67,36,145.2
2017-11-01,25,6,1015.5,57,7,33,17,12,0,1019,1012,0,50,20,131.7
2017-11-02,25,6,1014.37,58,9,33,17,12,2,1018,1010,0,69,26,126.8
2017-11-03,25,7,1014.67,53,8,33,17,14,2,1017,1011,0,59,32,126.4
2017-11-04,24,12,1016.1,60,20,30,18,16,10,1019,1013,0,53,34,140.6
2017-11-05,25,12,1016.73,68,19,30,20,17,8,1020,1014,0,59,15,132.9
2017-11-06,24,11,1016.51,68,17,30,17,14,8,1019,1013,0,58,25,120.3
2017-11-07,24,9,1015.29,63,13,32,16,13,6,1018,1002,0,66,41,123.2
2017-11-08,23,7,1015.42,56,11,29,17,10,1,1018,1012,0,66,38,147.7
2017-11-09,24,7,1014.53,100,13,31,16,28,2,1017,1011,0,75,25,153
2017-11-10,23,6,1015.25,52,10,30,16,11,2,1018,1012,0,69,42,150.5
2017-11-11,22,7,1016.05,57,9,30,15,13,2,1019,1012,0,67,44,155.7
2017-11-12,22,6,1013.51,59,15,31,14,11,2,1017,1009,0,65,17,155.5
2017-11-13,22,7,1012.56,59,12,30,14,8,5,1015,1008,0,75,31,118.5
2017-11-14,22,7,1011,45,15,28,17,11,3,1014,1007,0,78,29,152.6
2017-11-15,22,9,1012.75,52,23,28,17,12,8,1015,1010,0,80,27,143
2017-11-16,22,11,1014.04,56,30,27,18,13,10,1017,1011,0,62,35,154.4
2017-11-17,21,11,1015.15,60,29,24,18,13,9,1018,1013,0,68,39,150.2
2017-11-18,20,11,1016,72,27,24,16,13,9,1018,1014,0,60,23,141.2
2017-11-19,20,6,1017.2,56,20,25,15,10,4,1019,1015,0,63,41,136.4
2017-11-20,18,1,1018.55,62,8,25,12,8,-4,1021,1016,0,66,20,146.7
2017-11-21,18,0,1016.75,47,9,25,11,5,-6,1019,1014,0,51,34,150.7
2017-11-22,18,-1,1015.79,58,6,25,11,7,-6,1019,1013,0,80,18,147.6
2017-11-23,18,-2,1015.03,54,7,25,10,5,-8,1017,1012,0,67,29,124.5
2017-11-24,18,-1,1016.6,82,8,26,10,10,-6,1019,1014,0,65,30,138.2
2017-11-25,19,-1,1016.86,54,9,28,10,5,-9,1020,1014,0,51,35,144.4
2017-11-26,20,0,1018.02,54,7,28,11,5,-5,1021,1015,0,64,26,143.5
2017-11-27,20,0,1015.62,62,5,29,11,7,-7,1018,1012,0,52,39,150.3
2017-11-28,20,1,1014.79,54,6,29,11,8,-4,1017,1012,0,77,45,121.8
2017-11-29,20,2,1016.34,51,7,29,11,9,-2,1019,1014,0,60,31,149.7
2017-11-30,20,3,1016.2,55,7,28,12,7,-1,1018,1013,0,62,26,124.6
2017-12-01,20,4,1016.12,51,10,29,12,7,0,1018,1013,0,61,35,147
2017-12-02,20,3,1017.29,45,14,26,14,7,0,1020,1014,0,78,29,141.8
2017-12-03,19,3,1017.07,51,13,25,13,6,1,1020,1014,0,50,28,129.5
2017-12-04,18,5,1015.63,58,18,24,12,8,3,1018,1013,0,54,45,147.6
2017-12-05,18,7,1016,72,27,21,16,11,5,1018,1014,0,55,16,119.2
2017-12-06,16,9,1016.39,82,24,20,13,11,4,1018,1014,0,61,41,119.4
2017-12-07,18,4,1016.27,77,11,24,13,11,-2,1018,1014,0,64,36,123.1
2017-12-08,18,2,1016.64,59,13,26,10,9,-3,1019,1013,0,50,31,143.5
2017-12-09,18,6,1016.05,62,16,27,10,8,4,1018,1013,0,67,23,138.4
2017-12-10,20,6,1015.9,59,17,27,12,9,5,1018,1013,0,54,25,126.9
2017-12-11,20,8,1014.46,96,20,25,14,15,4,1017,1012,5,59,32,145.8
2017-12-12,16,13,1016.39,100,53,20,12,16,11,1018,1014,0,80,30,143.4
2017-12-13,16,9,1018.02,100,20,22,9,15,0,1021,1002,0,56,27,137.1
2017-12-14,16,4,1019.4,72,20,23,10,8,0,1022,1017,0,57,39,152.2
2017-12-15,16,2,1020.47,62,16,23,9,5,0,1023,1016,0,56,38,137
2017-12-16,16,-2,1022.15,58,8,22,10,5,-11,1024,1020,0,80,27,142.4
2017-12-17,16,-2,1023.07,62,4,25,8,4,-11,1026,1020,0,67,42,138
2017-12-18,18,-2,1021.69,41,10,25,12,1,-7,1024,1012,0,58,22,120.4
2017-12-19,18,2,1021.04,54,10,26,10,5,-3,1023,1018,0,70,41,124.8
2017-12-20,19,4,1021.86,59,14,26,12,8,0,1024,1020,0,80,15,137.1
2017-12-21,19,5,1021.98,62,12,28,10,8,2,1025,1019,0,80,18,124.8
2017-12-22,18,5,1020.4,72,13,25,11,9,0,1023,1018,0,76,25,144.8
2017-12-23,18,1,1016.8,67,9,25,11,6,-6,1019,1014,0,72,41,132.8
2017-12-24,17,3,1016.19,54,14,25,9,6,1,1018,1014,0,58,27,145.1
2017-12-25,18,3,1018.24,71,13,25,10,8,-3,1021,1016,0,65,27,129.7
2017-12-26,18,4,1019,72,15,25,10,8,1,1021,1017,0,75,42,154.9
2017-12-27,17,4,1017.88,71,15,25,9,7,1,1021,1016,0,74,32,127.9
2017-12-28,17,3,1017.33,75,12,25,9,10,0,1020,1015,0,56,19,141.6
2017-12-29,18,4,1017.63,66,11,25,10,8,-1,1020,1015,0,80,30,133.2
2017-12-30,16,5,1017.87,67,18,24,9,7,2,1021,1015,0,50,35,119
2017-12-31,16,5,1016.41,67,22,22,9,8,2,1019,1013,0,64,21,150.3
2018-01-01,16,4,1014.17,87,16,23,8,9,-4,1017,1012,0,52,16,130.8
2018-01-02,14,4,1014.83,93,21,22,7,9,1,1017,1004,0,67,29,154.4
2018-01-03,14,2,1016.09,81,13,23,6,6,-3,1019,1014,0,63,19,144.8
2018-01-04,16,2,1015.52,70,17,22,10,6,-2,1018,1013,0,76,27,154.8
2018-01-05,15,4,1014.7,76,15,23,7,7,0,1017,1013,0,73,36,127.6
2018-01-06,16,6,1014.48,93,23,24,8,8,2,1016,1012,0,62,44,135.6
2018-01-07,14,1,1015.68,67,12,22,7,6,-4,1018,1014,0,59,16,127.8
2018-01-08,15,0,1017.44,66,8,23,7,4,-6,1020,1016,0,54,29,127.5
2018-01-09,15,1,1019.72,66,12,24,6,6,-2,1022,1018,0,77,39,130.5
2018-01-10,16,0,1019.8,71,12,24,7,6,-6,1022,1017,0,70,16,123.2
2018-01-11,16,-2,1018.5,62,8,24,8,4,-6,1021,1016,0,68,21,145.9
2018-01-12,16,0,1017,48,10,24,9,5,-4,1019,1015,0,68,19,131.4
2018-01-13,19,3,1016.69,51,12,26,12,7,0,1019,1013,0,70,20,135.9
2018-01-14,18,3,1016.75,66,12,26,10,6,1,1019,1014,0,71,21,136
2018-01-15,16,-1,1017.23,66,6,25,8,6,-9,1020,1014,0,60,39,120.1
2018-01-16,16,-3,1014.85,53,8,26,7,8,-11,1018,1012,0,66,17,155.2
2018-01-17,18,1,1014.38,44,12,26,10,7,-10,1017,1012,0,51,30,129.3
2018-01-18,20,6,1015.9,55,15,27,12,9,4,1018,1012,0,78,22,136.2
2018-01-19,19,6,1016.6,72,11,27,11,11,2,1019,1014,0,59,22,131.9
2018-01-20,17,3,1016.33,88,9,24,10,10,-9,1019,1013,0,54,25,140.3
2018-01-21,16,2,1014.96,58,12,25,8,6,-2,1018,1012,0,63,21,133.7
2018-01-22,18,6,1012.95,58,21,25,10,10,4,1016,1009,0,75,34,131.3
2018-01-23,18,6,1010.57,72,11,24,12,11,-2,1013,1008,2,70,30,150.2
2018-01-24,16,7,1013.95,100,26,21,10,11,3,1016,1010,0,64,33,136.1
